Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A0A024QZD5	A0A024QZD5_HUMAN	unreviewed	"Small nuclear ribonucleoprotein 70kDa polypeptide (RNP antigen), isoform CRA_b"	SNRP70 hCG_16213	Homo sapiens (Human)	437
J3QR77	J3QR77_HUMAN	unreviewed	CD226 antigen	CD226	Homo sapiens (Human)	181
S5LQU8	S5LQU8_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	115
Q6LDN6	Q6LDN6_HUMAN	unreviewed	CD45 (Leukocyte common antigen) (Fragment)	PTPRC	Homo sapiens (Human)	47
A0A024QZC1	A0A024QZC1_HUMAN	unreviewed	"CD2 antigen (Cytoplasmic tail) binding protein 2, isoform CRA_a (CD2 binding protein 2 isoform 1)"	CD2BP2 hCG_96444	Homo sapiens (Human)	341
B4DF51	B4DF51_HUMAN	unreviewed	"Myeloid cell surface antigen CD33 (cDNA FLJ50122, highly similar to Myeloid cell surface antigen CD33)"	CD33	Homo sapiens (Human)	212
B4E2W1	B4E2W1_HUMAN	unreviewed	"CD19 antigen, isoform CRA_a (cDNA FLJ54955, highly similar to B-lymphocyte antigen CD19)"	CD19 hCG_18515	Homo sapiens (Human)	405
F5GX94	F5GX94_HUMAN	unreviewed	Natural killer cells antigen CD94	KLRD1	Homo sapiens (Human)	106
S5LQX7	S5LQX7_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	115
B8PRF2	B8PRF2_HUMAN	unreviewed	CD160 antigen (CD160 transmembrane isoform)	CD160	Homo sapiens (Human)	234
Q9UEL0	Q9UEL0_HUMAN	unreviewed	CD95 antigen (Fas antigen) (Fragment)	CD95	Homo sapiens (Human)	11
Q6UXM4	Q6UXM4_HUMAN	unreviewed	"Ficolin (Collagen/fibrinogen domain containing) 3 (Hakata antigen), isoform CRA_b (NL3)"	FCN3 hCG_19629 UNQ172	Homo sapiens (Human)	288
Q6FH89	Q6FH89_HUMAN	unreviewed	CD160 antigen (CD160 molecule) (CD160 protein)	CD160 hCG_1762288 RP11-373C9.1-006	Homo sapiens (Human)	181
B2R769	B2R769_HUMAN	unreviewed	"cDNA, FLJ93308, highly similar to Homo sapiens leukocyte-derived arginine aminopeptidase (LRAP), mRNA"		Homo sapiens (Human)	960
Q6ZNZ0	Q6ZNZ0_HUMAN	unreviewed	"CD151 antigen (Raph blood group), isoform CRA_b (cDNA FLJ26859 fis, clone PRS08290)"	CD151 hCG_1993428	Homo sapiens (Human)	179
Q5T2V6	Q5T2V6_HUMAN	unreviewed	CD160 antigen (CD160 molecule)	CD160 RP11-373C9.1-007	Homo sapiens (Human)	125
L8ECP7	L8ECP7_HUMAN	unreviewed	"Alternative protein CD247 (CD247 antigen, isoform CRA_a)"	CD247 hCG_1769040	Homo sapiens (Human)	168
Q1MSW9	Q1MSW9_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	285
Q1MSW8	Q1MSW8_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	343
V9HWN9	V9HWN9_HUMAN	unreviewed	CD52 antigen (Epididymis secretory sperm binding protein Li 171mP)	HEL-S-171mP CD52	Homo sapiens (Human)	61
B3KUI0	B3KUI0_HUMAN	unreviewed	"cDNA FLJ39945 fis, clone SPLEN2023977, highly similar to Homo sapiens CD97 antigen (CD97), transcript variant 2, mRNA"		Homo sapiens (Human)	707
A0A0A7E6J5	A0A0A7E6J5_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 (Fragment)	ERAP1	Homo sapiens (Human)	941
A0A0X9R4E0	A0A0X9R4E0_HUMAN	unreviewed	"CD86 antigen (CD86 antigen (CD28 antigen ligand 2, B7-2 antigen), isoform CRA_b)"	CD86 hCG_14759	Homo sapiens (Human)	323
Q9Y346	Q9Y346_HUMAN	unreviewed	BJ-HCC-26 tumor antigen		Homo sapiens (Human)	190
Q6FH58	Q6FH58_HUMAN	unreviewed	"TNFRSF10B protein (Tumor necrosis factor receptor superfamily, member 10b) (Tumor necrosis factor receptor superfamily, member 10b, isoform CRA_a) (cDNA FLJ76289, highly similar to Homo sapiens tumor necrosis factor receptor superfamily, member 10b (TNFRSF10B), transcript variant 1, mRNA)"	TNFRSF10B hCG_1645072	Homo sapiens (Human)	440
U6FVB0	U6FVB0_HUMAN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	CD74-Ntrk1 fusion gene CD74-NTRK1 fusion	Homo sapiens (Human)	627
S5LJ61	S5LJ61_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	115
E9PJ45	E9PJ45_HUMAN	unreviewed	CD82 antigen (Fragment)	CD82	Homo sapiens (Human)	161
G0TQY7	G0TQY7_HUMAN	unreviewed	Kell blood group antigen (Fragment)	KEL	Homo sapiens (Human)	732
C1K3N4	C1K3N4_HUMAN	unreviewed	Tumor necrosis factor receptor superfamily member 10a (Fragment)	TNFRSF10A	Homo sapiens (Human)	467
Q0KH92	Q0KH92_HUMAN	unreviewed	Kell blood group antigen Cellano	KEL	Homo sapiens (Human)	730
A9YLN4	A9YLN4_HUMAN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	CD74/ROS fusion CD74-ROS1_C6;R34	Homo sapiens (Human)	703
A0N0P2	A0N0P2_HUMAN	unreviewed	"CD80 antigen (CD28 antigen ligand 1, B7-1 antigen), isoform CRA_a (CD80 molecule) (cDNA FLJ75225, highly similar to Homo sapiens CD80 antigen (CD28 antigen ligand 1, B7-1 antigen) (CD80), mRNA)"	CD80 hCG_1780136	Homo sapiens (Human)	288
K7PPA8	K7PPA8_HUMAN	unreviewed	Cellular tumor antigen p53	TP53	Homo sapiens (Human)	393
H0Y2P0	H0Y2P0_HUMAN	unreviewed	CD44 antigen (Fragment)	CD44	Homo sapiens (Human)	287
H0YDX6	H0YDX6_HUMAN	unreviewed	CD44 antigen (Fragment)	CD44	Homo sapiens (Human)	181
M0QZ33	M0QZ33_HUMAN	unreviewed	Leukocyte antigen CD37 (Fragment)	CD37	Homo sapiens (Human)	160
D8MJ82	D8MJ82_HUMAN	unreviewed	Kell blood group antigen	KEL	Homo sapiens (Human)	732
D6RGW0	D6RGW0_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 2 (Fragment)	ERAP2	Homo sapiens (Human)	694
B4DW45	B4DW45_HUMAN	unreviewed	"CD19 antigen, isoform CRA_f (cDNA FLJ60916, highly similar to B-lymphocyte antigen CD19)"	CD19 hCG_18515	Homo sapiens (Human)	159
Q1MSX0	Q1MSX0_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	382
Q6IBD0	Q6IBD0_HUMAN	unreviewed	CD52 antigen (CAMPATH-1 antigen) (CDW52 antigen (CAMPATH-1 antigen)) (CDW52 protein)	CDW52 CD52 hCG_1739143	Homo sapiens (Human)	61
S5M706	S5M706_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	115
Q6P4G7	Q6P4G7_HUMAN	unreviewed	TRA@ protein	TRA@	Homo sapiens (Human)	260
M0QZP6	M0QZP6_HUMAN	unreviewed	Leukocyte antigen CD37 (Fragment)	CD37	Homo sapiens (Human)	254
A0A0C4ZLG8	A0A0C4ZLG8_HUMAN	unreviewed	TRA protein (Fragment)	TRA	Homo sapiens (Human)	187
E7ER04	E7ER04_HUMAN	unreviewed	T-cell differentiation antigen CD6 (Fragment)	CD6	Homo sapiens (Human)	422
A0A141PNN4	A0A141PNN4_HUMAN	unreviewed	Cellular tumor antigen p53	TP63	Homo sapiens (Human)	327
M0R1Z7	M0R1Z7_HUMAN	unreviewed	Prostate-specific antigen (Fragment)	KLK3	Homo sapiens (Human)	172
Q8WUE2	Q8WUE2_HUMAN	unreviewed	"CD96 antigen, isoform CRA_b (CD96 protein) (T-cell surface protein tactile)"	CD96 hCG_26934	Homo sapiens (Human)	402
H0YD57	H0YD57_HUMAN	unreviewed	CD82 antigen (Fragment)	CD82	Homo sapiens (Human)	57
A0A0A1TE50	A0A0A1TE50_HUMAN	unreviewed	Kell blood group antigen (Fragment)	KEL	Homo sapiens (Human)	732
Q7Z607	Q7Z607_HUMAN	unreviewed	Antigen MLAA41 (Fragment)		Homo sapiens (Human)	169
B2R785	B2R785_HUMAN	unreviewed	"cDNA, FLJ93328, highly similar to Homo sapiens selectin P (granule membrane protein 140kDa, antigen CD62) (SELP), mRNA"		Homo sapiens (Human)	830
B4DGY0	B4DGY0_HUMAN	unreviewed	"cDNA FLJ55162, highly similar to Bullous pemphigoid antigen 1 isoforms 1/2/3/4/5/8"		Homo sapiens (Human)	818
H0Y5E4	H0Y5E4_HUMAN	unreviewed	CD44 antigen (Fragment)	CD44	Homo sapiens (Human)	294
B4E336	B4E336_HUMAN	unreviewed	"cDNA FLJ53287, highly similar to CD97 antigen"		Homo sapiens (Human)	655
A0A0C4ZNA2	A0A0C4ZNA2_HUMAN	unreviewed	TRA protein (Fragment)	TRA	Homo sapiens (Human)	132
A8K309	A8K309_HUMAN	unreviewed	"cDNA FLJ76654, highly similar to Homo sapiens CD44 antigen (homing function and Indian blood group system) (CD44), transcript variant 4, mRNA"		Homo sapiens (Human)	361
B4DSS9	B4DSS9_HUMAN	unreviewed	"cDNA FLJ59296, highly similar to Bullous pemphigoid antigen 1 isoforms1/2/3/4/5/8 (Fragment)"		Homo sapiens (Human)	1479
A0A0A7E7X3	A0A0A7E7X3_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 (Fragment)	ERAP1	Homo sapiens (Human)	941
Q6LDS3	Q6LDS3_HUMAN	unreviewed	APS protein (Fragment)	APS	Homo sapiens (Human)	257
A0A0A7E7W5	A0A0A7E7W5_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 (Fragment)	ERAP1	Homo sapiens (Human)	941
F8VX62	F8VX62_HUMAN	unreviewed	CD63 antigen	CD63	Homo sapiens (Human)	110
A0A0M7BEW0	A0A0M7BEW0_HUMAN	unreviewed	"Aquaporin 1, Colton blood group antigen"	AQP1	Homo sapiens (Human)	269
B3KXW7	B3KXW7_HUMAN	unreviewed	"cDNA FLJ46218 fis, clone TESTI4013474, highly similar to Homo sapiens minor histocompatibility antigen HA-1 (HA-1), mRNA"		Homo sapiens (Human)	1018
H0YLT3	H0YLT3_HUMAN	unreviewed	CD276 antigen	CD276	Homo sapiens (Human)	38
E9PPF5	E9PPF5_HUMAN	unreviewed	CD81 antigen (Fragment)	CD81	Homo sapiens (Human)	51
F6UFK6	F6UFK6_HUMAN	unreviewed	T-cell differentiation antigen CD6 (Fragment)	CD6	Homo sapiens (Human)	278
Q9Y5A5	Q9Y5A5_HUMAN	unreviewed	Putative kruppel-related zinc finger protein NY-REN-23 antigen (Fragment)		Homo sapiens (Human)	547
M0R383	M0R383_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	154
E9PJ59	E9PJ59_HUMAN	unreviewed	CD82 antigen (Fragment)	CD82	Homo sapiens (Human)	38
A0A0A1ED81	A0A0A1ED81_HUMAN	unreviewed	CD36 antigen (Fragment)	CD36	Homo sapiens (Human)	127
M0R100	M0R100_HUMAN	unreviewed	CD320 antigen (Fragment)	CD320	Homo sapiens (Human)	88
A0A141PNN3	A0A141PNN3_HUMAN	unreviewed	Cellular tumor antigen p53	TP63	Homo sapiens (Human)	412
Q0KH95	Q0KH95_HUMAN	unreviewed	Kell blood group antigen Cellano	KEL	Homo sapiens (Human)	730
B8ZZZ4	B8ZZZ4_HUMAN	unreviewed	"CD8 antigen, alpha polypeptide (P32), isoform CRA_c (T-cell surface glycoprotein CD8 alpha chain)"	CD8A hCG_34192	Homo sapiens (Human)	198
F1T0L0	F1T0L0_HUMAN	unreviewed	LY6/PLAUR domain containing 2 (Ly6/PLAUR domain-containing protein 2)	LYPD2 hCG_39314	Homo sapiens (Human)	125
Q546G0	Q546G0_HUMAN	unreviewed	"CD33 antigen (Gp67) (CD33 antigen (Gp67), isoform CRA_b)"	CD33 hCG_91950	Homo sapiens (Human)	364
A0A075BTL2	A0A075BTL2_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 delta-Exon-11 isoform	ERAP1	Homo sapiens (Human)	548
A0A0A1EAI1	A0A0A1EAI1_HUMAN	unreviewed	CD36 antigen (Fragment)	CD36	Homo sapiens (Human)	109
F5H2B7	F5H2B7_HUMAN	unreviewed	Natural killer cells antigen CD94	KLRD1	Homo sapiens (Human)	139
M0R1I2	M0R1I2_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor	PLAUR	Homo sapiens (Human)	286
Q86WJ2	Q86WJ2_HUMAN	unreviewed	Mutant receptor type protein tyrosine phosphatase K (EC 3.1.3.48)	PTPRK	Homo sapiens (Human)	1440
E9PQV4	E9PQV4_HUMAN	unreviewed	CD81 antigen (Fragment)	CD81	Homo sapiens (Human)	99
H0YCV9	H0YCV9_HUMAN	unreviewed	CD44 antigen (Fragment)	CD44	Homo sapiens (Human)	249
M0R1J1	M0R1J1_HUMAN	unreviewed	Leukocyte antigen CD37	CD37	Homo sapiens (Human)	121
B4DN59	B4DN59_HUMAN	unreviewed	"cDNA FLJ52702, highly similar to Homo sapiens CD44 antigen (homing function and Indian blood group system) (CD44), transcript variant 4, mRNA"		Homo sapiens (Human)	329
A0A075BV59	A0A075BV59_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 delta-Exon-13 isoform	ERAP1	Homo sapiens (Human)	602
B4DSZ5	B4DSZ5_HUMAN	unreviewed	"cDNA FLJ53186, highly similar to Leukocyte common antigen (EC 3.1.3.48) (Fragment)"		Homo sapiens (Human)	735
A0A0A7E6K0	A0A0A7E6K0_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 (Fragment)	ERAP1	Homo sapiens (Human)	941
M0QZF9	M0QZF9_HUMAN	unreviewed	Prostate-specific antigen (Fragment)	KLK3	Homo sapiens (Human)	172
B4DTS6	B4DTS6_HUMAN	unreviewed	"cDNA FLJ54117, highly similar to CD97 antigen"		Homo sapiens (Human)	760
Q8IUB7	Q8IUB7_HUMAN	unreviewed	CD95 antigen (Fragment)	CD95	Homo sapiens (Human)	109
Q9UPI5	Q9UPI5_HUMAN	unreviewed	U-plasminogen activator receptor form 2-human [AA 1-206] (Fragment)	PLAUR	Homo sapiens (Human)	251
A0A075BSP6	A0A075BSP6_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 delta-Exon-15 isoform	ERAP1	Homo sapiens (Human)	724
Q0KH93	Q0KH93_HUMAN	unreviewed	Truncated kell blood group antigen Cellano	KEL	Homo sapiens (Human)	672
A8K9I9	A8K9I9_HUMAN	unreviewed	"cDNA FLJ76332, highly similar to Homo sapiens CD6 antigen (CD6), mRNA"		Homo sapiens (Human)	668
Q0KH91	Q0KH91_HUMAN	unreviewed	Kell blood group antigen Cellano	KEL	Homo sapiens (Human)	730
A0A0A7E7T3	A0A0A7E7T3_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 (Fragment)	ERAP1	Homo sapiens (Human)	941
H0YGL3	H0YGL3_HUMAN	unreviewed	T-cell differentiation antigen CD6 (Fragment)	CD6	Homo sapiens (Human)	185
M0R1F0	M0R1F0_HUMAN	unreviewed	Prostate-specific antigen (Fragment)	KLK3	Homo sapiens (Human)	262
E9PK37	E9PK37_HUMAN	unreviewed	CD151 antigen (Fragment)	CD151	Homo sapiens (Human)	79
A0A0A7E7W9	A0A0A7E7W9_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 (Fragment)	ERAP1	Homo sapiens (Human)	941
F6WZH4	F6WZH4_HUMAN	unreviewed	Natural killer cells antigen CD94	KLRD1	Homo sapiens (Human)	158
M0QYS6	M0QYS6_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	133
A0A0A7E6P9	A0A0A7E6P9_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 (Fragment)	ERAP1	Homo sapiens (Human)	941
F5H835	F5H835_HUMAN	unreviewed	T-cell differentiation antigen CD6	CD6	Homo sapiens (Human)	38
M0R0H5	M0R0H5_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	152
E9PNW4	E9PNW4_HUMAN	unreviewed	CD59 glycoprotein	CD59	Homo sapiens (Human)	108
E9PJB7	E9PJB7_HUMAN	unreviewed	CD82 antigen (Fragment)	CD82	Homo sapiens (Human)	104
Q9UH97	Q9UH97_HUMAN	unreviewed	Hematopoietic progenitor cell antigen CD34 (Fragment)	CD34	Homo sapiens (Human)	193
B2R880	B2R880_HUMAN	unreviewed	"cDNA, FLJ93778, highly similar to Homo sapiens CD38 antigen (p45) (CD38), mRNA"		Homo sapiens (Human)	300
E9PR17	E9PR17_HUMAN	unreviewed	CD59 glycoprotein	CD59	Homo sapiens (Human)	130
E9PSA1	E9PSA1_HUMAN	unreviewed	CD151 antigen (Fragment)	CD151	Homo sapiens (Human)	92
A0A075BW43	A0A075BW43_HUMAN	unreviewed	Endoplasmic reticulum aminopeptidase 1 delta-Exon-14 isoform	ERAP1	Homo sapiens (Human)	654
H7BYS8	H7BYS8_HUMAN	unreviewed	Leukocyte surface antigen CD47 (Fragment)	CD47	Homo sapiens (Human)	86
B4E3K8	B4E3K8_HUMAN	unreviewed	"cDNA FLJ58671, highly similar to Homo sapiens minor histocompatibility antigen HA-1 (HA-1), mRNA"		Homo sapiens (Human)	1004
E9PM31	E9PM31_HUMAN	unreviewed	CD81 antigen (Fragment)	CD81	Homo sapiens (Human)	92
E9PJE8	E9PJE8_HUMAN	unreviewed	CD151 antigen (Fragment)	CD151	Homo sapiens (Human)	90
A0A0C4DGH0	A0A0C4DGH0_HUMAN	unreviewed	CD276 antigen	CD276	Homo sapiens (Human)	388
E9PP93	E9PP93_HUMAN	unreviewed	CD151 antigen (Fragment)	CD151	Homo sapiens (Human)	64
Q0KH90	Q0KH90_HUMAN	unreviewed	Kell blood group antigen Cellano	KEL	Homo sapiens (Human)	730
B2RC37	B2RC37_HUMAN	unreviewed	"cDNA, FLJ95836, highly similar to Homo sapiens CD207 antigen, langerin (CD207), mRNA"		Homo sapiens (Human)	328
A8KAQ5	A8KAQ5_HUMAN	unreviewed	"cDNA FLJ77404, highly similar to Homo sapiens small nuclear ribonucleoprotein 70kDa polypeptide (RNP antigen) (SNRP70), transcript variant 1, mRNA"		Homo sapiens (Human)	437
B2R7S9	B2R7S9_HUMAN	unreviewed	"cDNA, FLJ93588, highly similar to Homo sapiens CD86 antigen (CD28 antigen ligand 2, B7-2 antigen) (CD86), mRNA"		Homo sapiens (Human)	323
Q96QR6	Q96QR6_HUMAN	unreviewed	Mutant CD8 alpha antigen	CD8A	Homo sapiens (Human)	235
B4DUJ2	B4DUJ2_HUMAN	unreviewed	"cDNA FLJ54063, highly similar to Homo sapiens CD74 antigen, transcript variant 2, mRNA"		Homo sapiens (Human)	144
H0YK59	H0YK59_HUMAN	unreviewed	CD276 antigen (Fragment)	CD276	Homo sapiens (Human)	165
Q29VG5	Q29VG5_HUMAN	unreviewed	CD7 antigen		Homo sapiens (Human)	240
A8K3V4	A8K3V4_HUMAN	unreviewed	"cDNA FLJ77983, highly similar to Homo sapiens CD96 antigen (CD96), transcript variant 2, mRNA"		Homo sapiens (Human)	568
H3BM68	H3BM68_HUMAN	unreviewed	CD276 antigen (Fragment)	CD276	Homo sapiens (Human)	146
B4DG27	B4DG27_HUMAN	unreviewed	"cDNA FLJ53734, highly similar to Hematopoietic progenitor cell antigen CD34"		Homo sapiens (Human)	250
B6E4X6	B6E4X6_HUMAN	unreviewed	Cellular tumor antigen p53		Homo sapiens (Human)	393
Q7Z375	Q7Z375_HUMAN	unreviewed	Putative uncharacterized protein DKFZp686I22213	DKFZp686I22213	Homo sapiens (Human)	228
H2EHT1	H2EHT1_HUMAN	unreviewed	Cellular tumor antigen p53	TP53	Homo sapiens (Human)	354
F1C4A7	F1C4A7_HUMAN	unreviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein)	CD14	Homo sapiens (Human)	375
Q5JTA5	Q5JTA5_HUMAN	unreviewed	Hematopoietic progenitor cell antigen CD34	CD34	Homo sapiens (Human)	227
Q59FS9	Q59FS9_HUMAN	unreviewed	CD81 antigen variant (Fragment)		Homo sapiens (Human)	108
B4DW22	B4DW22_HUMAN	unreviewed	"cDNA FLJ56974, moderately similar to Myeloid cell surface antigen CD33"		Homo sapiens (Human)	277
B2R932	B2R932_HUMAN	unreviewed	"cDNA, FLJ94187, highly similar to Homo sapiens CD99 antigen (CD99), mRNA"		Homo sapiens (Human)	185
A8K818	A8K818_HUMAN	unreviewed	"cDNA FLJ75784, highly similar to Homo sapiens CD3E antigen, epsilon polypeptide associated protein (CD3EAP), mRNA"		Homo sapiens (Human)	510
A2N8H6	A2N8H6_HUMAN	unreviewed	Ti antigen CD3-associated protein gamma chain V-J-C region		Homo sapiens (Human)	338
A0A192GQF2	A0A192GQF2_HUMAN	unreviewed	B-cell antigen receptor complex-associated protein beta chain isoform 3 (Fragment)	CD79B	Homo sapiens (Human)	46
Q5U0E4	Q5U0E4_HUMAN	unreviewed	Cellular tumor antigen p53		Homo sapiens (Human)	393
A0A142CG40	A0A142CG40_HUMAN	unreviewed	Lutheran blood group variant LUGA (Fragment)	LU	Homo sapiens (Human)	193
B7ZKQ8	B7ZKQ8_HUMAN	unreviewed	PODXL protein	PODXL	Homo sapiens (Human)	560
Q99900	Q99900_HUMAN	unreviewed	CD44 protein (Fragment)	CD44	Homo sapiens (Human)	177
Q5T4Q8	Q5T4Q8_HUMAN	unreviewed	B-cell differentiation antigen CD72	CD72	Homo sapiens (Human)	119
J3QS78	J3QS78_HUMAN	unreviewed	T-cell antigen CD7	CD7	Homo sapiens (Human)	121
J3KN83	J3KN83_HUMAN	unreviewed	CD44 antigen (Fragment)	CD44	Homo sapiens (Human)	232
B4DVP4	B4DVP4_HUMAN	unreviewed	"cDNA FLJ61427, highly similar to B-lymphocyte antigen CD19"		Homo sapiens (Human)	541
B4DNI2	B4DNI2_HUMAN	unreviewed	Cellular tumor antigen p53		Homo sapiens (Human)	383
A8K632	A8K632_HUMAN	unreviewed	"cDNA FLJ76858, highly similar to Homo sapiens CD86 antigen (CD28 antigen ligand 2, B7-2 antigen) (CD86), transcript variant 1, mRNA"		Homo sapiens (Human)	329
A0A0C4ZKA8	A0A0C4ZKA8_HUMAN	unreviewed	TRB protein (Fragment)	TRB	Homo sapiens (Human)	174
F1C639	F1C639_HUMAN	unreviewed	CD109 antigen (Fragment)	CD109	Homo sapiens (Human)	39
I3L4C3	I3L4C3_HUMAN	unreviewed	Sperm-associated antigen 7	SPAG7	Homo sapiens (Human)	194
B4E095	B4E095_HUMAN	unreviewed	Cellular tumor antigen p53		Homo sapiens (Human)	197
Q3C1E7	Q3C1E7_HUMAN	unreviewed	CD34 antigen	CD34	Homo sapiens (Human)	328
Q30218	Q30218_HUMAN	unreviewed	CD23 antigen (Fragment)	FCER2	Homo sapiens (Human)	17
Q96N83	Q96N83_HUMAN	unreviewed	Podocalyxin (Podocalyxin-like protein 1)		Homo sapiens (Human)	518
F5GXJ9	F5GXJ9_HUMAN	unreviewed	CD166 antigen	ALCAM	Homo sapiens (Human)	532
E7ESS1	E7ESS1_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	199
B4E0V9	B4E0V9_HUMAN	unreviewed	"cDNA FLJ61198, highly similar to Homo sapiens CD300 antigen like family member E (CD300LE), mRNA"		Homo sapiens (Human)	246
B4E2X0	B4E2X0_HUMAN	unreviewed	"cDNA FLJ60041, highly similar to CD44 antigen"		Homo sapiens (Human)	270
S5M207	S5M207_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	115
Q13975	Q13975_HUMAN	unreviewed	Leukocyte differentiation antigen (Fragment)	CDIE	Homo sapiens (Human)	48
S5LJ04	S5LJ04_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)	TP53	Homo sapiens (Human)	115
B4DUX4	B4DUX4_HUMAN	unreviewed	"cDNA FLJ54166, highly similar to Hematopoietic progenitor cell antigen CD34"		Homo sapiens (Human)	355
E7ESL3	E7ESL3_HUMAN	unreviewed	HLA class II histocompatibility antigen gamma chain	CD74	Homo sapiens (Human)	152
Q13974	Q13974_HUMAN	unreviewed	Leukocyte differentiation antigen (Fragment)	CDIE	Homo sapiens (Human)	57
A0A0B4J279	A0A0B4J279_HUMAN	unreviewed	Protein TRAV21 (Fragment)	TRAV21	Homo sapiens (Human)	112
Q59F74	Q59F74_HUMAN	unreviewed	CD72 antigen variant (Fragment)		Homo sapiens (Human)	81
H0YCL4	H0YCL4_HUMAN	unreviewed	CD44 antigen (Fragment)	CD44	Homo sapiens (Human)	195
Q9UN97	Q9UN97_HUMAN	unreviewed	Thymocyte antigen CD1b (Fragment)	CD1b	Homo sapiens (Human)	91
H0YN85	H0YN85_HUMAN	unreviewed	CD276 antigen (Fragment)	CD276	Homo sapiens (Human)	136
Q5TLF8	Q5TLF8_HUMAN	unreviewed	CD72 antigen	CD72	Homo sapiens (Human)	359
B4DX43	B4DX43_HUMAN	unreviewed	"cDNA FLJ52980, highly similar to CD166 antigen"		Homo sapiens (Human)	279
Q53F24	Q53F24_HUMAN	unreviewed	CD7 antigen variant (Fragment)		Homo sapiens (Human)	240
J3QRF1	J3QRF1_HUMAN	unreviewed	T-cell antigen CD7 (Fragment)	CD7	Homo sapiens (Human)	160
Q5T4Q7	Q5T4Q7_HUMAN	unreviewed	B-cell differentiation antigen CD72	CD72	Homo sapiens (Human)	120
B4DPW3	B4DPW3_HUMAN	unreviewed	"cDNA FLJ58033, highly similar to CD276 antigen"		Homo sapiens (Human)	140
A2NXD2	A2NXD2_HUMAN	unreviewed	Immunolglobulin kappa light chain variable region L22 (Fragment)	IGLV	Homo sapiens (Human)	117
C9JXS1	C9JXS1_HUMAN	unreviewed	T-lymphocyte activation antigen CD86 (Fragment)	CD86	Homo sapiens (Human)	167
H0YBZ8	H0YBZ8_HUMAN	unreviewed	HLA class II histocompatibility antigen gamma chain (Fragment)	CD74	Homo sapiens (Human)	145
H6U5S4	H6U5S4_HUMAN	unreviewed	Cellular tumor antigen p53 (Fragment)		Homo sapiens (Human)	286
A2NJV5	A2NJV5_HUMAN	unreviewed	Kappa light chain variable region (Fragment)	IGKV A18	Homo sapiens (Human)	121
B6VNV2	B6VNV2_HUMAN	unreviewed	Truncated antigen peptide transporter 2	TAP2	Homo sapiens (Human)	209
E5RMA8	E5RMA8_HUMAN	unreviewed	Cellular tumor antigen p53	TP53	Homo sapiens (Human)	393
H0YEV3	H0YEV3_HUMAN	unreviewed	CD44 antigen (Fragment)	CD44	Homo sapiens (Human)	243
H0YDV8	H0YDV8_HUMAN	unreviewed	CD44 antigen (Fragment)	CD44	Homo sapiens (Human)	191
E7EQJ3	E7EQJ3_HUMAN	unreviewed	HLA class II histocompatibility antigen gamma chain	CD74	Homo sapiens (Human)	122
A6NGF6	A6NGF6_HUMAN	unreviewed	CD99 antigen (Fragment)	CD99	Homo sapiens (Human)	61
D6RFL4	D6RFL4_HUMAN	unreviewed	Monocyte differentiation antigen CD14 (Fragment)	CD14	Homo sapiens (Human)	213
Q5TLF7	Q5TLF7_HUMAN	unreviewed	CD72 antigen	CD72	Homo sapiens (Human)	359
